device_id,room_id,building_id,device_type,count,rated_watts_each,controllable
HST-G-F02-R04-LIGHT,HST-G-F02-R04,HST-G,light,10,28.0,True
HST-G-F02-R04-FAN,HST-G-F02-R04,HST-G,fan,10,75.0,True
HST-G-F03-R01-LIGHT,HST-G-F03-R01,HST-G,light,10,28.0,True
HST-G-F03-R01-FAN,HST-G-F03-R01,HST-G,fan,10,75.0,True
HST-G-F03-R02-LIGHT,HST-G-F03-R02,HST-G,light,8,28.0,True
HST-G-F03-R02-FAN,HST-G-F03-R02,HST-G,fan,8,75.0,True
HST-G-F03-R02-COMPUTER,HST-G-F03-R02,HST-G,computer,1,180.0,True
HST-G-F03-R03-LIGHT,HST-G-F03-R03,HST-G,light,7,28.0,True
HST-G-F03-R03-FAN,HST-G-F03-R03,HST-G,fan,7,75.0,True
HST-G-F03-R03-COMPUTER,HST-G-F03-R03,HST-G,computer,1,180.0,True
HST-G-F03-R04-LIGHT,HST-G-F03-R04,HST-G,light,9,28.0,True
HST-G-F03-R04-FAN,HST-G-F03-R04,HST-G,fan,9,75.0,True
HST-G-F03-R04-COMPUTER,HST-G-F03-R04,HST-G,computer,2,180.0,True
HST-G-F04-R01-LIGHT,HST-G-F04-R01,HST-G,light,10,28.0,True
HST-G-F04-R01-FAN,HST-G-F04-R01,HST-G,fan,10,75.0,True
HST-G-F04-R01-COMPUTER,HST-G-F04-R01,HST-G,computer,1,180.0,True
HST-G-F04-R02-LIGHT,HST-G-F04-R02,HST-G,light,8,28.0,True
HST-G-F04-R02-FAN,HST-G-F04-R02,HST-G,fan,8,75.0,True
HST-G-F04-R02-COMPUTER,HST-G-F04-R02,HST-G,computer,1,180.0,True
HST-G-F04-R03-LIGHT,HST-G-F04-R03,HST-G,light,8,28.0,True
HST-G-F04-R03-FAN,HST-G-F04-R03,HST-G,fan,8,75.0,True
HST-G-F04-R03-COMPUTER,HST-G-F04-R03,HST-G,computer,2,180.0,True
HST-G-F04-R04-LIGHT,HST-G-F04-R04,HST-G,light,8,28.0,True
HST-G-F04-R04-FAN,HST-G-F04-R04,HST-G,fan,8,75.0,True
ADM-F01-R01-LIGHT,ADM-F01-R01,ADM,light,6,28.0,True
ADM-F01-R01-FAN,ADM-F01-R01,ADM,fan,3,75.0,True
ADM-F01-R01-AC,ADM-F01-R01,ADM,ac,1,1650.0,True
ADM-F01-R01-COMPUTER,ADM-F01-R01,ADM,computer,6,180.0,True
ADM-F01-R02-LIGHT,ADM-F01-R02,ADM,light,6,28.0,True
ADM-F01-R02-FAN,ADM-F01-R02,ADM,fan,2,75.0,True
ADM-F01-R02-AC,ADM-F01-R02,ADM,ac,1,1650.0,True
ADM-F01-R02-COMPUTER,ADM-F01-R02,ADM,computer,7,180.0,True
ADM-F01-R03-LIGHT,ADM-F01-R03,ADM,light,10,28.0,True
ADM-F01-R03-FAN,ADM-F01-R03,ADM,fan,4,75.0,True
ADM-F01-R03-AC,ADM-F01-R03,ADM,ac,1,1650.0,True
ADM-F01-R03-COMPUTER,ADM-F01-R03,ADM,computer,14,180.0,True
ADM-F02-R01-LIGHT,ADM-F02-R01,ADM,light,10,28.0,True
ADM-F02-R01-FAN,ADM-F02-R01,ADM,fan,4,75.0,True
ADM-F02-R01-AC,ADM-F02-R01,ADM,ac,1,1650.0,True
ADM-F02-R01-COMPUTER,ADM-F02-R01,ADM,computer,11,180.0,True
ADM-F02-R02-LIGHT,ADM-F02-R02,ADM,light,10,28.0,True
ADM-F02-R02-FAN,ADM-F02-R02,ADM,fan,4,75.0,True
ADM-F02-R02-AC,ADM-F02-R02,ADM,ac,1,1650.0,True
ADM-F02-R02-COMPUTER,ADM-F02-R02,ADM,computer,7,180.0,True
ADM-F02-R03-LIGHT,ADM-F02-R03,ADM,light,11,28.0,True
ADM-F02-R03-FAN,ADM-F02-R03,ADM,fan,4,75.0,True
ADM-F02-R03-AC,ADM-F02-R03,ADM,ac,1,1650.0,True
ADM-F02-R03-COMPUTER,ADM-F02-R03,ADM,computer,12,180.0,True
ADM-F03-R01-LIGHT,ADM-F03-R01,ADM,light,12,28.0,True
ADM-F03-R01-FAN,ADM-F03-R01,ADM,fan,5,75.0,True
ADM-F03-R01-AC,ADM-F03-R01,ADM,ac,1,1650.0,True
ADM-F03-R01-COMPUTER,ADM-F03-R01,ADM,computer,7,180.0,True
ADM-F03-R02-LIGHT,ADM-F03-R02,ADM,light,8,28.0,True
ADM-F03-R02-FAN,ADM-F03-R02,ADM,fan,3,75.0,True
ADM-F03-R02-AC,ADM-F03-R02,ADM,ac,1,1650.0,True
ADM-F03-R02-COMPUTER,ADM-F03-R02,ADM,computer,14,180.0,True
ADM-F03-R03-LIGHT,ADM-F03-R03,ADM,light,8,28.0,True
ADM-F03-R03-FAN,ADM-F03-R03,ADM,fan,3,75.0,True
ADM-F03-R03-AC,ADM-F03-R03,ADM,ac,1,1650.0,True
ADM-F03-R03-COMPUTER,ADM-F03-R03,ADM,computer,11,180.0,True
CAF-F01-R01-LIGHT,CAF-F01-R01,CAF,light,18,28.0,True
CAF-F01-R01-FAN,CAF-F01-R01,CAF,fan,13,75.0,True
CAF-F01-R01-AC,CAF-F01-R01,CAF,ac,2,1650.0,True
CAF-F01-R02-LIGHT,CAF-F01-R02,CAF,light,19,28.0,True
CAF-F01-R02-FAN,CAF-F01-R02,CAF,fan,14,75.0,True
CAF-F01-R02-AC,CAF-F01-R02,CAF,ac,2,1650.0,True
CAF-F02-R01-LIGHT,CAF-F02-R01,CAF,light,24,28.0,True
CAF-F02-R01-FAN,CAF-F02-R01,CAF,fan,18,75.0,True
CAF-F02-R01-AC,CAF-F02-R01,CAF,ac,2,1650.0,True
CAF-F02-R01-COMPUTER,CAF-F02-R01,CAF,computer,1,180.0,True
CAF-F02-R02-LIGHT,CAF-F02-R02,CAF,light,23,28.0,True
CAF-F02-R02-FAN,CAF-F02-R02,CAF,fan,17,75.0,True
CAF-F02-R02-AC,CAF-F02-R02,CAF,ac,2,1650.0,True
